Country Name,Country Code,Indicator Name,Indicator Code,2011
Switzerland,CHE,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,0.301091224
Channel Islands,CHI,Agricultural machinery   tractors,AG.AGR.TRAC.NO,
Channel Islands,CHI,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,
Channel Islands,CHI,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,
Channel Islands,CHI,Agricultural land (sq. km),AG.LND.AGRI.K2,96
Channel Islands,CHI,Agricultural land (% of land area),AG.LND.AGRI.ZS,50.52631579
Channel Islands,CHI,Arable land (hectares),AG.LND.ARBL.HA,4360
Channel Islands,CHI,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.027180859
Channel Islands,CHI,Arable land (% of land area),AG.LND.ARBL.ZS,22.94736842
Channel Islands,CHI,Land under cereal production (hectares),AG.LND.CREL.HA,
Channel Islands,CHI,Permanent cropland (% of land area),AG.LND.CROP.ZS,
Channel Islands,CHI,Forest area (sq. km),AG.LND.FRST.K2,8
Channel Islands,CHI,Forest area (% of land area),AG.LND.FRST.ZS,4.210526316
Channel Islands,CHI,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,4.270833333
Channel Islands,CHI,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,
Channel Islands,CHI,Land area (sq. km),AG.LND.TOTL.K2,190
Channel Islands,CHI,Agricultural machinery   tractors per 100 sq. km of arable land,AG.LND.TRAC.ZS,
Channel Islands,CHI,Crop production index (2004-2006 = 100),AG.PRD.CROP.XD,
Channel Islands,CHI,Food production index (2004-2006 = 100),AG.PRD.FOOD.XD,
Channel Islands,CHI,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,
Channel Islands,CHI,Surface area (sq. km),AG.SRF.TOTL.K2,190
Channel Islands,CHI,Cereal yield (kg per hectare),AG.YLD.CREL.KG,
Channel Islands,CHI,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,
Channel Islands,CHI,Agriculture   value added (% of GDP),NV.AGR.TOTL.ZS,
Channel Islands,CHI,Improved water source   rural (% of rural population with access),SH.H2O.SAFE.RU.ZS,
Channel Islands,CHI,Poverty gap at rural poverty line (%),SI.POV.RUGP,
Channel Islands,CHI,Poverty headcount ratio at rural poverty line (% of rural population),SI.POV.RUHC,
Channel Islands,CHI,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,
Channel Islands,CHI,Rural population,SP.RUR.TOTL,110328.5762
Channel Islands,CHI,Rural population growth (annual %),SP.RUR.TOTL.ZG,0.354448551
Channel Islands,CHI,Rural population (% of total population),SP.RUR.TOTL.ZS,68.7804
Channel Islands,CHI,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,
Channel Islands,CHI,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,
Chile,CHL,Agricultural machinery   tractors,AG.AGR.TRAC.NO,
Chile,CHL,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,
Chile,CHL,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,
Chile,CHL,Agricultural land (sq. km),AG.LND.AGRI.K2,157890
Chile,CHL,Agricultural land (% of land area),AG.LND.AGRI.ZS,21.23513178
Chile,CHL,Arable land (hectares),AG.LND.ARBL.HA,1317000
Chile,CHL,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.076090007
Chile,CHL,Arable land (% of land area),AG.LND.ARBL.ZS,1.77127548
Chile,CHL,Land under cereal production (hectares),AG.LND.CREL.HA,570215
Chile,CHL,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.614633936
Chile,CHL,Forest area (sq. km),AG.LND.FRST.K2,162686
Chile,CHL,Forest area (% of land area),AG.LND.FRST.ZS,21.88016118
Chile,CHL,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,
Chile,CHL,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1522
Chile,CHL,Land area (sq. km),AG.LND.TOTL.K2,743532
Chile,CHL,Agricultural machinery   tractors per 100 sq. km of arable land,AG.LND.TRAC.ZS,
Chile,CHL,Crop production index (2004-2006 = 100),AG.PRD.CROP.XD,117.1
Chile,CHL,Food production index (2004-2006 = 100),AG.PRD.FOOD.XD,116.03
Chile,CHL,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,112.81
Chile,CHL,Surface area (sq. km),AG.SRF.TOTL.K2,756096
Chile,CHL,Cereal yield (kg per hectare),AG.YLD.CREL.KG,6927.822
Chile,CHL,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,6542.884539
Chile,CHL,Agriculture   value added (% of GDP),NV.AGR.TOTL.ZS,3.696405271
Chile,CHL,Improved water source   rural (% of rural population with access),SH.H2O.SAFE.RU.ZS,90.1
Chile,CHL,Poverty gap at rural poverty line (%),SI.POV.RUGP,
Chile,CHL,Poverty headcount ratio at rural poverty line (% of rural population),SI.POV.RUHC,10.8
Chile,CHL,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,
Chile,CHL,Rural population,SP.RUR.TOTL,1878728.288
Chile,CHL,Rural population growth (annual %),SP.RUR.TOTL.ZG,-0.943134389
Chile,CHL,Rural population (% of total population),SP.RUR.TOTL.ZS,10.8544
Chile,CHL,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,0.613225901
Chile,CHL,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,5.276041324
China,CHN,Agricultural machinery   tractors,AG.AGR.TRAC.NO,
China,CHN,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,
China,CHN,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,
China,CHN,Agricultural land (sq. km),AG.LND.AGRI.K2,5191482
China,CHN,Agricultural land (% of land area),AG.LND.AGRI.ZS,55.65786783
China,CHN,Arable land (hectares),AG.LND.ARBL.HA,111598500
China,CHN,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.083026567
China,CHN,Arable land (% of land area),AG.LND.ARBL.ZS,11.96447289
China,CHN,Land under cereal production (hectares),AG.LND.CREL.HA,91006790
China,CHN,Permanent cropland (% of land area),AG.LND.CROP.ZS,1.577702057
China,CHN,Forest area (sq. km),AG.LND.FRST.K2,2096239.4
China,CHN,Forest area (% of land area),AG.LND.FRST.ZS,22.47377829
China,CHN,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,
China,CHN,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,645
China,CHN,Land area (sq. km),AG.LND.TOTL.K2,9327489.9
China,CHN,Agricultural machinery   tractors per 100 sq. km of arable land,AG.LND.TRAC.ZS,
China,CHN,Crop production index (2004-2006 = 100),AG.PRD.CROP.XD,126.33
China,CHN,Food production index (2004-2006 = 100),AG.PRD.FOOD.XD,124.04
China,CHN,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,116.16
China,CHN,Surface area (sq. km),AG.SRF.TOTL.K2,9600000.9
China,CHN,Cereal yield (kg per hectare),AG.YLD.CREL.KG,5707.302
China,CHN,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,713.2801304
China,CHN,Agriculture   value added (% of GDP),NV.AGR.TOTL.ZS,10.04741238
China,CHN,Improved water source   rural (% of rural population with access),SH.H2O.SAFE.RU.ZS,84.9
China,CHN,Poverty gap at rural poverty line (%),SI.POV.RUGP,
China,CHN,Poverty headcount ratio at rural poverty line (% of rural population),SI.POV.RUHC,
China,CHN,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,
China,CHN,Rural population,SP.RUR.TOTL,665333597
China,CHN,Rural population growth (annual %),SP.RUR.TOTL.ZG,-2.063640017
China,CHN,Rural population (% of total population),SP.RUR.TOTL.ZS,49.4992
China,CHN,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,4.19417019
China,CHN,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,0.533552859
Cameroon,CMR,Agricultural machinery   tractors,AG.AGR.TRAC.NO,
Cameroon,CMR,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,
Cameroon,CMR,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,
Cameroon,CMR,Agricultural land (sq. km),AG.LND.AGRI.K2,96000
Cameroon,CMR,Agricultural land (% of land area),AG.LND.AGRI.ZS,20.30843435
Cameroon,CMR,Arable land (hectares),AG.LND.ARBL.HA,6200000
Cameroon,CMR,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.293057302
Cameroon,CMR,Arable land (% of land area),AG.LND.ARBL.ZS,13.11586385
Cameroon,CMR,Land under cereal production (hectares),AG.LND.CREL.HA,1777559
Cameroon,CMR,Permanent cropland (% of land area),AG.LND.CROP.ZS,2.961646676
Cameroon,CMR,Forest area (sq. km),AG.LND.FRST.K2,196960
Cameroon,CMR,Forest area (% of land area),AG.LND.FRST.ZS,41.6661378
Cameroon,CMR,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,
Cameroon,CMR,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1604
Cameroon,CMR,Land area (sq. km),AG.LND.TOTL.K2,472710
Cameroon,CMR,Agricultural machinery   tractors per 100 sq. km of arable land,AG.LND.TRAC.ZS,
Cameroon,CMR,Crop production index (2004-2006 = 100),AG.PRD.CROP.XD,150.05
Cameroon,CMR,Food production index (2004-2006 = 100),AG.PRD.FOOD.XD,150.61
Cameroon,CMR,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,120.27
Cameroon,CMR,Surface area (sq. km),AG.SRF.TOTL.K2,475440
Cameroon,CMR,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1681
Cameroon,CMR,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,
Cameroon,CMR,Agriculture   value added (% of GDP),NV.AGR.TOTL.ZS,
Cameroon,CMR,Improved water source   rural (% of rural population with access),SH.H2O.SAFE.RU.ZS,52.1
Cameroon,CMR,Poverty gap at rural poverty line (%),SI.POV.RUGP,
Cameroon,CMR,Poverty headcount ratio at rural poverty line (% of rural population),SI.POV.RUHC,
Cameroon,CMR,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,
Cameroon,CMR,Rural population,SP.RUR.TOTL,10137027.73
Cameroon,CMR,Rural population growth (annual %),SP.RUR.TOTL.ZG,1.357659597
Cameroon,CMR,Rural population (% of total population),SP.RUR.TOTL.ZS,47.915
Cameroon,CMR,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,1.923254179
Cameroon,CMR,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,31.55574818
Congo  Rep.,COG,Agricultural machinery   tractors,AG.AGR.TRAC.NO,
Congo  Rep.,COG,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,
Congo  Rep.,COG,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,
Congo  Rep.,COG,Agricultural land (sq. km),AG.LND.AGRI.K2,105600
Congo  Rep.,COG,Agricultural land (% of land area),AG.LND.AGRI.ZS,30.92240117
Congo  Rep.,COG,Arable land (hectares),AG.LND.ARBL.HA,500000
Congo  Rep.,COG,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.11833314
Congo  Rep.,COG,Arable land (% of land area),AG.LND.ARBL.ZS,1.464128843
Congo  Rep.,COG,Land under cereal production (hectares),AG.LND.CREL.HA,33242
Congo  Rep.,COG,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.175695461
Congo  Rep.,COG,Forest area (sq. km),AG.LND.FRST.K2,223990
Congo  Rep.,COG,Forest area (% of land area),AG.LND.FRST.ZS,65.59004392
Congo  Rep.,COG,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,
Congo  Rep.,COG,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1646
Congo  Rep.,COG,Land area (sq. km),AG.LND.TOTL.K2,341500
Congo  Rep.,COG,Agricultural machinery   tractors per 100 sq. km of arable land,AG.LND.TRAC.ZS,
Congo  Rep.,COG,Crop production index (2004-2006 = 100),AG.PRD.CROP.XD,118.61
Congo  Rep.,COG,Food production index (2004-2006 = 100),AG.PRD.FOOD.XD,129.26
Congo  Rep.,COG,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,162.75
Congo  Rep.,COG,Surface area (sq. km),AG.SRF.TOTL.K2,342000
Congo  Rep.,COG,Cereal yield (kg per hectare),AG.YLD.CREL.KG,813.73
Congo  Rep.,COG,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,685.0188837
Congo  Rep.,COG,Agriculture   value added (% of GDP),NV.AGR.TOTL.ZS,3.383117567
Congo  Rep.,COG,Improved water source   rural (% of rural population with access),SH.H2O.SAFE.RU.ZS,31.9
Congo  Rep.,COG,Poverty gap at rural poverty line (%),SI.POV.RUGP,
Congo  Rep.,COG,Poverty headcount ratio at rural poverty line (% of rural population),SI.POV.RUHC,74.8
Congo  Rep.,COG,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,
Congo  Rep.,COG,Rural population,SP.RUR.TOTL,1535943.349
Congo  Rep.,COG,Rural population growth (annual %),SP.RUR.TOTL.ZG,1.560207145
Congo  Rep.,COG,Rural population (% of total population),SP.RUR.TOTL.ZS,36.3506
Congo  Rep.,COG,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,
Congo  Rep.,COG,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,
Colombia,COL,Agricultural machinery   tractors,AG.AGR.TRAC.NO,
Colombia,COL,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,
Colombia,COL,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,
Colombia,COL,Agricultural land (sq. km),AG.LND.AGRI.K2,437856
Colombia,COL,Agricultural land (% of land area),AG.LND.AGRI.ZS,39.46426318
Colombia,COL,Arable land (hectares),AG.LND.ARBL.HA,2098000
Colombia,COL,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.04456359
Colombia,COL,Arable land (% of land area),AG.LND.ARBL.ZS,1.890941866
Colombia,COL,Land under cereal production (hectares),AG.LND.CREL.HA,1015618.5
Colombia,COL,Permanent cropland (% of land area),AG.LND.CROP.ZS,1.7124831
Colombia,COL,Forest area (sq. km),AG.LND.FRST.K2,603980
Colombia,COL,Forest area (% of land area),AG.LND.FRST.ZS,54.43713384
Colombia,COL,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,
Colombia,COL,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2612
Colombia,COL,Land area (sq. km),AG.LND.TOTL.K2,1109500
Colombia,COL,Agricultural machinery   tractors per 100 sq. km of arable land,AG.LND.TRAC.ZS,
Colombia,COL,Crop production index (2004-2006 = 100),AG.PRD.CROP.XD,96.03
Colombia,COL,Food production index (2004-2006 = 100),AG.PRD.FOOD.XD,111.12
Colombia,COL,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,119.83
Colombia,COL,Surface area (sq. km),AG.SRF.TOTL.K2,1141750
Colombia,COL,Cereal yield (kg per hectare),AG.YLD.CREL.KG,3725.269
Colombia,COL,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,3484.741808
Colombia,COL,Agriculture   value added (% of GDP),NV.AGR.TOTL.ZS,6.863868806
Colombia,COL,Improved water source   rural (% of rural population with access),SH.H2O.SAFE.RU.ZS,72.5
Colombia,COL,Poverty gap at rural poverty line (%),SI.POV.RUGP,
Colombia,COL,Poverty headcount ratio at rural poverty line (% of rural population),SI.POV.RUHC,46.1
Colombia,COL,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,
Colombia,COL,Rural population,SP.RUR.TOTL,11631851.3
Colombia,COL,Rural population growth (annual %),SP.RUR.TOTL.ZG,0.257735044
Colombia,COL,Rural population (% of total population),SP.RUR.TOTL.ZS,24.7072
Colombia,COL,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,1.215076947
Colombia,COL,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,2.499631401
Comoros,COM,Agricultural machinery   tractors,AG.AGR.TRAC.NO,
Comoros,COM,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,
Comoros,COM,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,
Comoros,COM,Agricultural land (sq. km),AG.LND.AGRI.K2,1550
Comoros,COM,Agricultural land (% of land area),AG.LND.AGRI.ZS,83.28855454
Comoros,COM,Arable land (hectares),AG.LND.ARBL.HA,82000
Comoros,COM,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.117106721
Comoros,COM,Arable land (% of land area),AG.LND.ARBL.ZS,44.06233208
Comoros,COM,Land under cereal production (hectares),AG.LND.CREL.HA,23600
Comoros,COM,Permanent cropland (% of land area),AG.LND.CROP.ZS,31.16603976
Comoros,COM,Forest area (sq. km),AG.LND.FRST.K2,26
Comoros,COM,Forest area (% of land area),AG.LND.FRST.ZS,1.397098334
Comoros,COM,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,
Comoros,COM,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,900
Comoros,COM,Land area (sq. km),AG.LND.TOTL.K2,1861
Comoros,COM,Agricultural machinery   tractors per 100 sq. km of arable land,AG.LND.TRAC.ZS,
Comoros,COM,Crop production index (2004-2006 = 100),AG.PRD.CROP.XD,111.68
Comoros,COM,Food production index (2004-2006 = 100),AG.PRD.FOOD.XD,111.77
Comoros,COM,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,113.49
Comoros,COM,Surface area (sq. km),AG.SRF.TOTL.K2,1861
Comoros,COM,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1411.017
Comoros,COM,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,
Comoros,COM,Agriculture   value added (% of GDP),NV.AGR.TOTL.ZS,
Comoros,COM,Improved water source   rural (% of rural population with access),SH.H2O.SAFE.RU.ZS,96.7
Comoros,COM,Poverty gap at rural poverty line (%),SI.POV.RUGP,
Comoros,COM,Poverty headcount ratio at rural poverty line (% of rural population),SI.POV.RUHC,
Comoros,COM,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,
Comoros,COM,Rural population,SP.RUR.TOTL,503675.1718
Comoros,COM,Rural population growth (annual %),SP.RUR.TOTL.ZG,2.340560005
Comoros,COM,Rural population (% of total population),SP.RUR.TOTL.ZS,71.9314
Comoros,COM,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,
Comoros,COM,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,
Cape Verde,CPV,Agricultural machinery   tractors,AG.AGR.TRAC.NO,
Cape Verde,CPV,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,
Cape Verde,CPV,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,
Cape Verde,CPV,Agricultural land (sq. km),AG.LND.AGRI.K2,750
Cape Verde,CPV,Agricultural land (% of land area),AG.LND.AGRI.ZS,18.61042184
Cape Verde,CPV,Arable land (hectares),AG.LND.ARBL.HA,47000
Cape Verde,CPV,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.095809653
Cape Verde,CPV,Arable land (% of land area),AG.LND.ARBL.ZS,11.66253102
Cape Verde,CPV,Land under cereal production (hectares),AG.LND.CREL.HA,31318
Cape Verde,CPV,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.744416873
Cape Verde,CPV,Forest area (sq. km),AG.LND.FRST.K2,847.9
Cape Verde,CPV,Forest area (% of land area),AG.LND.FRST.ZS,21.03970223
Cape Verde,CPV,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,
Cape Verde,CPV,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,228
Cape Verde,CPV,Land area (sq. km),AG.LND.TOTL.K2,4030
Cape Verde,CPV,Agricultural machinery   tractors per 100 sq. km of arable land,AG.LND.TRAC.ZS,
Cape Verde,CPV,Crop production index (2004-2006 = 100),AG.PRD.CROP.XD,126.95
Cape Verde,CPV,Food production index (2004-2006 = 100),AG.PRD.FOOD.XD,132.37
Cape Verde,CPV,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,134.23
Cape Verde,CPV,Surface area (sq. km),AG.SRF.TOTL.K2,4030
Cape Verde,CPV,Cereal yield (kg per hectare),AG.YLD.CREL.KG,177.821
Cape Verde,CPV,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,
Cape Verde,CPV,Agriculture   value added (% of GDP),NV.AGR.TOTL.ZS,10.35859954
Cape Verde,CPV,Improved water source   rural (% of rural population with access),SH.H2O.SAFE.RU.ZS,85.6
Cape Verde,CPV,Poverty gap at rural poverty line (%),SI.POV.RUGP,
Cape Verde,CPV,Poverty headcount ratio at rural poverty line (% of rural population),SI.POV.RUHC,
Cape Verde,CPV,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,
Cape Verde,CPV,Rural population,SP.RUR.TOTL,183572.923
Cape Verde,CPV,Rural population growth (annual %),SP.RUR.TOTL.ZG,-1.368654138
Cape Verde,CPV,Rural population (% of total population),SP.RUR.TOTL.ZS,37.4214
Cape Verde,CPV,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,1.014640201
Cape Verde,CPV,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,0.000468846
Costa Rica,CRI,Agricultural machinery   tractors,AG.AGR.TRAC.NO,
Costa Rica,CRI,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,
Costa Rica,CRI,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,
Costa Rica,CRI,Agricultural land (sq. km),AG.LND.AGRI.K2,18800
Costa Rica,CRI,Agricultural land (% of land area),AG.LND.AGRI.ZS,36.81942812
Costa Rica,CRI,Arable land (hectares),AG.LND.ARBL.HA,250000
Costa Rica,CRI,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.052768444
Costa Rica,CRI,Arable land (% of land area),AG.LND.ARBL.ZS,4.896200548
Costa Rica,CRI,Land under cereal production (hectares),AG.LND.CREL.HA,89324
Costa Rica,CRI,Permanent cropland (% of land area),AG.LND.CROP.ZS,6.462984724
Costa Rica,CRI,Forest area (sq. km),AG.LND.FRST.K2,26278
Costa Rica,CRI,Forest area (% of land area),AG.LND.FRST.ZS,51.4649432
Costa Rica,CRI,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,
Costa Rica,CRI,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2926
Costa Rica,CRI,Land area (sq. km),AG.LND.TOTL.K2,51060
Costa Rica,CRI,Agricultural machinery   tractors per 100 sq. km of arable land,AG.LND.TRAC.ZS,
Costa Rica,CRI,Crop production index (2004-2006 = 100),AG.PRD.CROP.XD,108.59
Costa Rica,CRI,Food production index (2004-2006 = 100),AG.PRD.FOOD.XD,113.64
Costa Rica,CRI,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,121.62
Costa Rica,CRI,Surface area (sq. km),AG.SRF.TOTL.K2,51100
Costa Rica,CRI,Cereal yield (kg per hectare),AG.YLD.CREL.KG,3330.303
Costa Rica,CRI,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,6131.5317
Costa Rica,CRI,Agriculture   value added (% of GDP),NV.AGR.TOTL.ZS,6.388131966
Costa Rica,CRI,Improved water source   rural (% of rural population with access),SH.H2O.SAFE.RU.ZS,90.7
Costa Rica,CRI,Poverty gap at rural poverty line (%),SI.POV.RUGP,
Costa Rica,CRI,Poverty headcount ratio at rural poverty line (% of rural population),SI.POV.RUHC,26
Costa Rica,CRI,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,14.10000038
Costa Rica,CRI,Rural population,SP.RUR.TOTL,1675063.616
Costa Rica,CRI,Rural population growth (annual %),SP.RUR.TOTL.ZG,0.159083434
Costa Rica,CRI,Rural population (% of total population),SP.RUR.TOTL.ZS,35.3562
Costa Rica,CRI,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,1.083579611
Costa Rica,CRI,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,2.561670897
Cuba,CUB,Agricultural machinery   tractors,AG.AGR.TRAC.NO,
Cuba,CUB,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,
Cuba,CUB,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,
Cuba,CUB,Agricultural land (sq. km),AG.LND.AGRI.K2,65700
Cuba,CUB,Agricultural land (% of land area),AG.LND.AGRI.ZS,61.72491545
Cuba,CUB,Arable land (hectares),AG.LND.ARBL.HA,3550000
Cuba,CUB,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.314826473
Cuba,CUB,Arable land (% of land area),AG.LND.ARBL.ZS,33.35212326
Cuba,CUB,Land under cereal production (hectares),AG.LND.CREL.HA,351512
Cuba,CUB,Permanent cropland (% of land area),AG.LND.CROP.ZS,3.664036077
Cuba,CUB,Forest area (sq. km),AG.LND.FRST.K2,29046
Cuba,CUB,Forest area (% of land area),AG.LND.FRST.ZS,27.2886133
Cuba,CUB,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,
Cuba,CUB,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1335
Cuba,CUB,Land area (sq. km),AG.LND.TOTL.K2,106440
Cuba,CUB,Agricultural machinery   tractors per 100 sq. km of arable land,AG.LND.TRAC.ZS,
Cuba,CUB,Crop production index (2004-2006 = 100),AG.PRD.CROP.XD,83.83
Cuba,CUB,Food production index (2004-2006 = 100),AG.PRD.FOOD.XD,96.47
Cuba,CUB,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,139.94
Cuba,CUB,Surface area (sq. km),AG.SRF.TOTL.K2,109890
Cuba,CUB,Cereal yield (kg per hectare),AG.YLD.CREL.KG,2619.137
Cuba,CUB,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,
Cuba,CUB,Agriculture   value added (% of GDP),NV.AGR.TOTL.ZS,
Cuba,CUB,Improved water source   rural (% of rural population with access),SH.H2O.SAFE.RU.ZS,86.4
Cuba,CUB,Poverty gap at rural poverty line (%),SI.POV.RUGP,
Cuba,CUB,Poverty headcount ratio at rural poverty line (% of rural population),SI.POV.RUHC,
Cuba,CUB,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,
Cuba,CUB,Rural population,SP.RUR.TOTL,2797250.468
Cuba,CUB,Rural population growth (annual %),SP.RUR.TOTL.ZG,0.038054205
Cuba,CUB,Rural population (% of total population),SP.RUR.TOTL.ZS,24.807
Cuba,CUB,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,
Cuba,CUB,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,
Curacao,CUW,Agricultural machinery   tractors,AG.AGR.TRAC.NO,
Curacao,CUW,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,
Curacao,CUW,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,
Curacao,CUW,Agricultural land (sq. km),AG.LND.AGRI.K2,
Curacao,CUW,Agricultural land (% of land area),AG.LND.AGRI.ZS,
Curacao,CUW,Arable land (hectares),AG.LND.ARBL.HA,
Curacao,CUW,Arable land (hectares per person),AG.LND.ARBL.HA.PC,
